time,temperature_2m,apparent_temperature,precipitation,rain,snowfall,snow_depth,windspeed_10m,windgusts_10m,weather_code,cloud_cover,zone,latitude,longitude
2024-03-06 05:00:00,3.6,1.2,0.0,0.0,0.0,0.0,15.8,23.3,1,15,0,41.88575002073601,-87.62881448348256
2024-03-06 06:00:00,2.9,0.6,0.0,0.0,0.0,0.0,22.8,27.1,0,68,0,41.88575002073601,-87.62881448348256
2024-03-06 07:00:00,3.0,0.5,0.0,0.0,0.0,0.0,27.7,39.7,1,34,0,41.88575002073601,-87.62881448348256
2024-03-06 08:00:00,7.7,5.9,0.0,0.0,0.0,0.0,24.3,30.5,0,23,0,41.88575002073601,-87.62881448348256
2024-03-06 09:00:00,7.5,4.9,0.0,0.0,0.0,0.0,12.2,14.8,0,11,0,41.88575002073601,-87.62881448348256
2024-03-06 10:00:00,6.5,4.0,0.0,0.0,0.0,0.0,33.5,37.6,0,17,0,41.88575002073601,-87.62881448348256
2024-03-06 11:00:00,9.6,7.2,0.0,0.0,0.0,0.0,5.7,11.7,0,0,0,41.88575002073601,-87.62881448348256
2024-03-06 12:00:00,8.2,5.7,0.0,0.0,0.0,0.0,21.7,25.6,0,29,0,41.88575002073601,-87.62881448348256
2024-03-06 13:00:00,8.3,6.9,1.76,1.76,0.0,0.0,11.7,16.5,3,44,0,41.88575002073601,-87.62881448348256
2024-03-06 14:00:00,5.9,3.8,0.0,0.0,0.0,0.0,26.2,30.9,1,82,0,41.88575002073601,-87.62881448348256
2024-03-06 15:00:00,4.6,2.0,0.0,0.0,0.0,0.0,21.9,29.3,1,57,0,41.88575002073601,-87.62881448348256
2024-03-06 16:00:00,3.6,2.4,0.0,0.0,0.0,0.0,10.9,19.7,0,61,0,41.88575002073601,-87.62881448348256
2024-03-06 17:00:00,8.2,6.7,0.0,0.0,0.0,0.0,20.2,30.3,1,87,0,41.88575002073601,-87.62881448348256
2024-03-06 18:00:00,2.8,0.8,0.0,0.0,0.0,0.0,20.6,34.4,71,0,0,41.88575002073601,-87.62881448348256
2024-03-06 19:00:00,3.1,1.2,1.62,1.62,0.0,0.0,17.6,28.6,0,65,0,41.88575002073601,-87.62881448348256
2024-03-06 20:00:00,2.7,-0.1,1.15,1.15,0.0,0.0,6.3,10.8,3,63,0,41.88575002073601,-87.62881448348256
2024-03-06 21:00:00,1.1,-1.4,0.0,0.0,0.0,0.0,11.2,19.0,61,76,0,41.88575002073601,-87.62881448348256
2024-03-06 22:00:00,0.3,-0.8,0.0,0.0,0.0,0.0,34.1,45.5,3,10,0,41.88575002073601,-87.62881448348256
2024-03-06 23:00:00,-0.1,-2.1,0.0,0.0,0.0,0.0,10.7,19.9,1,41,0,41.88575002073601,-87.62881448348256
2024-03-07 00:00:00,0.7,-1.8,0.0,0.0,0.0,0.0,18.8,23.0,0,32,0,41.88575002073601,-87.62881448348256
2024-03-07 01:00:00,-1.4,-3.8,0.0,0.0,0.0,0.0,13.8,26.1,0,23,0,41.88575002073601,-87.62881448348256
2024-03-07 02:00:00,-0.1,-2.2,0.0,0.0,0.0,0.0,27.7,32.3,2,100,0,41.88575002073601,-87.62881448348256
2024-03-07 03:00:00,-2.3,-3.5,0.0,0.0,0.0,0.0,22.3,28.8,61,41,0,41.88575002073601,-87.62881448348256
2024-03-07 04:00:00,-0.8,-3.6,0.0,0.0,0.0,0.0,26.5,38.0,2,78,0,41.88575002073601,-87.62881448348256
2024-03-07 05:00:00,1.0,-0.8,0.0,0.0,0.0,0.0,24.1,38.7,0,73,0,41.88575002073601,-87.62881448348256
2024-03-07 06:00:00,5.3,4.0,0.0,0.0,0.0,0.0,20.1,33.7,0,19,0,41.88575002073601,-87.62881448348256
2024-03-07 07:00:00,4.6,3.5,0.0,0.0,0.0,0.0,33.8,48.4,1,42,0,41.88575002073601,-87.62881448348256
2024-03-07 08:00:00,7.0,4.5,1.2,1.2,0.0,0.0,26.1,33.3,71,57,0,41.88575002073601,-87.62881448348256
2024-03-07 09:00:00,7.4,5.2,0.0,0.0,0.0,0.0,25.7,33.3,0,65,0,41.88575002073601,-87.62881448348256
2024-03-07 10:00:00,7.9,6.4,0.0,0.0,0.0,0.0,25.7,29.8,0,63,0,41.88575002073601,-87.62881448348256
2024-03-07 11:00:00,6.4,4.4,0.0,0.0,0.0,0.0,19.0,27.1,1,99,0,41.88575002073601,-87.62881448348256
2024-03-07 12:00:00,8.1,5.2,0.0,0.0,0.0,0.0,24.3,36.4,0,78,0,41.88575002073601,-87.62881448348256
2024-03-07 13:00:00,8.2,6.3,0.0,0.0,0.0,0.0,23.1,26.0,0,71,0,41.88575002073601,-87.62881448348256
2024-03-07 14:00:00,10.8,9.0,1.56,1.56,0.0,0.0,31.6,37.8,0,79,0,41.88575002073601,-87.62881448348256
2024-03-07 15:00:00,6.3,4.7,0.0,0.0,0.0,0.0,34.4,48.4,1,89,0,41.88575002073601,-87.62881448348256
2024-03-07 16:00:00,7.1,5.7,0.0,0.0,0.0,0.0,19.5,23.9,0,39,0,41.88575002073601,-87.62881448348256
2024-03-07 17:00:00,4.8,2.0,0.0,0.0,0.0,0.0,23.0,28.9,0,16,0,41.88575002073601,-87.62881448348256
2024-03-07 18:00:00,2.9,1.6,0.0,0.0,0.0,0.0,13.7,27.9,1,40,0,41.88575002073601,-87.62881448348256
2024-03-07 19:00:00,4.3,3.2,1.86,1.86,0.0,0.0,30.4,36.8,2,21,0,41.88575002073601,-87.62881448348256
2024-03-07 20:00:00,4.8,3.6,0.0,0.0,0.0,0.0,26.3,39.1,2,30,0,41.88575002073601,-87.62881448348256
2024-03-07 21:00:00,1.6,0.2,0.0,0.0,0.0,0.0,32.7,38.5,2,57,0,41.88575002073601,-87.62881448348256
2024-03-07 22:00:00,-0.5,-2.3,1.27,0.0,0.89,0.02,23.2,28.5,1,41,0,41.88575002073601,-87.62881448348256
2024-03-07 23:00:00,0.8,-2.0,0.0,0.0,0.0,0.02,26.3,30.7,3,71,0,41.88575002073601,-87.62881448348256
2024-03-08 00:00:00,0.4,-0.9,0.0,0.0,0.0,0.02,7.9,10.7,0,63,0,41.88575002073601,-87.62881448348256
2024-03-08 01:00:00,3.5,2.2,0.0,0.0,0.0,0.02,23.2,30.6,0,64,0,41.88575002073601,-87.62881448348256
2024-03-08 02:00:00,1.6,-0.2,0.0,0.0,0.0,0.02,16.3,27.6,2,23,0,41.88575002073601,-87.62881448348256
2024-03-08 03:00:00,-0.2,-3.0,0.0,0.0,0.0,0.02,20.2,28.8,0,33,0,41.88575002073601,-87.62881448348256
2024-03-08 04:00:00,3.9,1.1,0.0,0.0,0.0,0.02,14.8,22.1,0,7,0,41.88575002073601,-87.62881448348256
2024-03-08 05:00:00,4.1,1.2,0.0,0.0,0.0,0.02,13.6,18.3,0,69,0,41.88575002073601,-87.62881448348256
2024-03-08 06:00:00,5.4,4.1,0.0,0.0,0.0,0.02,29.6,40.5,3,100,0,41.88575002073601,-87.62881448348256
2024-03-08 07:00:00,5.7,3.3,0.0,0.0,0.0,0.02,21.7,27.0,3,59,0,41.88575002073601,-87.62881448348256
2024-03-08 08:00:00,7.5,5.2,0.0,0.0,0.0,0.02,12.6,15.0,0,62,0,41.88575002073601,-87.62881448348256
2024-03-08 09:00:00,7.5,6.4,0.0,0.0,0.0,0.02,28.0,42.5,0,42,0,41.88575002073601,-87.62881448348256
2024-03-08 10:00:00,7.1,4.7,0.0,0.0,0.0,0.02,7.2,21.5,0,50,0,41.88575002073601,-87.62881448348256
2024-03-08 11:00:00,8.1,5.7,0.0,0.0,0.0,0.02,13.8,18.6,0,87,0,41.88575002073601,-87.62881448348256
2024-03-08 12:00:00,7.8,5.5,0.0,0.0,0.0,0.02,15.1,20.2,0,57,0,41.88575002073601,-87.62881448348256
2024-03-08 13:00:00,8.4,6.9,0.0,0.0,0.0,0.02,10.3,19.9,0,71,0,41.88575002073601,-87.62881448348256
2024-03-08 14:00:00,7.6,5.9,0.0,0.0,0.0,0.02,30.3,37.8,2,88,0,41.88575002073601,-87.62881448348256
2024-03-08 15:00:00,6.4,4.2,0.0,0.0,0.0,0.02,25.2,38.8,71,83,0,41.88575002073601,-87.62881448348256
2024-03-08 16:00:00,5.7,4.5,0.0,0.0,0.0,0.02,25.1,32.7,0,56,0,41.88575002073601,-87.62881448348256
2024-03-08 17:00:00,5.0,3.7,0.0,0.0,0.0,0.02,22.8,26.5,0,58,0,41.88575002073601,-87.62881448348256
2024-03-08 18:00:00,1.3,-1.1,0.0,0.0,0.0,0.02,16.3,25.5,2,45,0,41.88575002073601,-87.62881448348256
2024-03-08 19:00:00,4.5,3.2,0.0,0.0,0.0,0.02,24.8,28.2,0,67,0,41.88575002073601,-87.62881448348256
2024-03-08 20:00:00,2.5,1.5,0.0,0.0,0.0,0.02,27.1,34.9,0,45,0,41.88575002073601,-87.62881448348256
2024-03-08 21:00:00,0.3,-1.1,0.0,0.0,0.0,0.02,21.2,30.7,0,64,0,41.88575002073601,-87.62881448348256
2024-03-08 22:00:00,1.4,0.3,0.0,0.0,0.0,0.02,19.1,33.4,1,81,0,41.88575002073601,-87.62881448348256
2024-03-08 23:00:00,-0.6,-2.2,0.0,0.0,0.0,0.02,11.7,17.5,0,13,0,41.88575002073601,-87.62881448348256
2024-03-09 00:00:00,-0.8,-3.3,0.0,0.0,0.0,0.02,7.5,18.0,0,9,0,41.88575002073601,-87.62881448348256
2024-03-09 01:00:00,0.7,-1.9,0.0,0.0,0.0,0.02,6.2,8.2,2,54,0,41.88575002073601,-87.62881448348256
2024-03-09 02:00:00,2.7,1.5,1.1,1.1,0.0,0.02,26.4,39.8,0,72,0,41.88575002073601,-87.62881448348256
2024-03-09 03:00:00,1.6,-0.5,0.0,0.0,0.0,0.02,15.5,21.6,3,62,0,41.88575002073601,-87.62881448348256
2024-03-09 04:00:00,0.8,-0.3,0.0,0.0,0.0,0.02,26.3,31.4,1,25,0,41.88575002073601,-87.62881448348256
2024-03-09 05:00:00,2.4,1.1,0.0,0.0,0.0,0.02,20.2,23.6,0,77,0,41.88575002073601,-87.62881448348256
2024-03-09 06:00:00,5.3,2.7,0.0,0.0,0.0,0.02,18.4,30.6,0,100,0,41.88575002073601,-87.62881448348256
2024-03-09 07:00:00,5.6,2.7,0.0,0.0,0.0,0.02,23.9,26.6,3,33,0,41.88575002073601,-87.62881448348256
2024-03-09 08:00:00,7.4,5.9,0.0,0.0,0.0,0.02,10.5,20.5,0,37,0,41.88575002073601,-87.62881448348256
2024-03-09 09:00:00,7.4,4.9,0.0,0.0,0.0,0.02,34.4,40.5,0,56,0,41.88575002073601,-87.62881448348256
2024-03-09 10:00:00,8.6,6.9,0.0,0.0,0.0,0.02,14.9,26.2,0,52,0,41.88575002073601,-87.62881448348256
2024-03-09 11:00:00,10.9,8.3,0.0,0.0,0.0,0.02,28.1,42.6,71,85,0,41.88575002073601,-87.62881448348256
2024-03-09 12:00:00,6.0,3.8,1.92,1.92,0.0,0.02,12.4,18.0,71,62,0,41.88575002073601,-87.62881448348256
2024-03-09 13:00:00,11.5,9.4,0.0,0.0,0.0,0.02,19.0,29.1,2,48,0,41.88575002073601,-87.62881448348256
2024-03-09 14:00:00,8.9,6.3,0.0,0.0,0.0,0.02,20.0,26.8,0,40,0,41.88575002073601,-87.62881448348256
2024-03-09 15:00:00,10.8,8.4,0.0,0.0,0.0,0.02,14.2,22.8,0,17,0,41.88575002073601,-87.62881448348256
2024-03-09 16:00:00,4.5,1.6,0.0,0.0,0.0,0.02,15.5,18.5,0,89,0,41.88575002073601,-87.62881448348256
2024-03-09 17:00:00,5.6,3.9,0.0,0.0,0.0,0.02,18.1,22.7,0,71,0,41.88575002073601,-87.62881448348256
2024-03-09 18:00:00,4.2,1.3,0.74,0.74,0.0,0.02,30.1,42.4,61,53,0,41.88575002073601,-87.62881448348256
2024-03-09 19:00:00,4.3,1.6,0.0,0.0,0.0,0.02,20.0,26.5,2,58,0,41.88575002073601,-87.62881448348256
2024-03-09 20:00:00,2.7,0.7,0.0,0.0,0.0,0.02,7.7,9.7,0,52,0,41.88575002073601,-87.62881448348256
2024-03-09 21:00:00,1.7,-0.3,0.0,0.0,0.0,0.02,11.5,17.7,3,11,0,41.88575002073601,-87.62881448348256
2024-03-09 22:00:00,1.7,-1.1,0.0,0.0,0.0,0.02,34.6,45.3,0,19,0,41.88575002073601,-87.62881448348256
2024-03-09 23:00:00,-0.0,-2.2,0.94,0.0,0.66,0.03,7.7,22.3,1,50,0,41.88575002073601,-87.62881448348256
2024-03-10 00:00:00,-0.8,-2.4,0.0,0.0,0.0,0.03,24.4,37.5,0,49,0,41.88575002073601,-87.62881448348256
2024-03-10 01:00:00,0.8,-0.3,0.0,0.0,0.0,0.03,11.3,23.2,1,55,0,41.88575002073601,-87.62881448348256
2024-03-10 02:00:00,-0.2,-1.8,0.0,0.0,0.0,0.03,18.0,32.0,0,97,0,41.88575002073601,-87.62881448348256
2024-03-10 03:00:00,1.0,-0.5,0.0,0.0,0.0,0.03,15.7,26.3,0,48,0,41.88575002073601,-87.62881448348256
2024-03-10 04:00:00,-0.2,-1.4,0.12,0.0,0.09,0.03,34.3,43.1,61,36,0,41.88575002073601,-87.62881448348256
2024-03-10 05:00:00,3.0,0.7,0.0,0.0,0.0,0.03,21.5,30.6,61,56,0,41.88575002073601,-87.62881448348256
2024-03-10 06:00:00,2.6,0.8,0.0,0.0,0.0,0.03,12.5,26.8,1,20,0,41.88575002073601,-87.62881448348256
2024-03-10 07:00:00,5.0,3.8,0.27,0.27,0.0,0.03,23.1,25.1,3,59,0,41.88575002073601,-87.62881448348256
2024-03-10 08:00:00,4.4,2.7,0.0,0.0,0.0,0.03,7.1,15.8,0,37,0,41.88575002073601,-87.62881448348256
2024-03-10 09:00:00,6.8,5.5,0.0,0.0,0.0,0.03,32.8,44.8,1,61,0,41.88575002073601,-87.62881448348256
2024-03-10 10:00:00,8.8,6.6,0.14,0.14,0.0,0.03,15.3,17.8,0,50,0,41.88575002073601,-87.62881448348256
2024-03-10 11:00:00,7.0,5.1,0.0,0.0,0.0,0.03,31.5,44.2,0,51,0,41.88575002073601,-87.62881448348256
2024-03-10 12:00:00,6.6,3.7,0.0,0.0,0.0,0.03,29.3,42.2,1,71,0,41.88575002073601,-87.62881448348256
2024-03-10 13:00:00,9.0,6.8,0.0,0.0,0.0,0.03,10.6,19.4,2,73,0,41.88575002073601,-87.62881448348256
2024-03-10 14:00:00,8.8,6.3,0.0,0.0,0.0,0.03,33.9,46.6,2,100,0,41.88575002073601,-87.62881448348256
2024-03-10 15:00:00,7.5,5.8,0.0,0.0,0.0,0.03,34.8,38.6,1,72,0,41.88575002073601,-87.62881448348256
2024-03-10 16:00:00,5.3,2.8,0.0,0.0,0.0,0.03,29.2,43.4,1,49,0,41.88575002073601,-87.62881448348256
2024-03-10 17:00:00,4.1,1.6,0.0,0.0,0.0,0.03,18.5,21.2,2,39,0,41.88575002073601,-87.62881448348256
2024-03-10 18:00:00,3.5,0.5,0.0,0.0,0.0,0.03,25.2,27.7,61,64,0,41.88575002073601,-87.62881448348256
2024-03-10 19:00:00,2.9,0.6,0.0,0.0,0.0,0.03,7.4,16.2,0,92,0,41.88575002073601,-87.62881448348256
2024-03-10 20:00:00,-0.6,-3.4,0.0,0.0,0.0,0.03,32.6,44.2,1,76,0,41.88575002073601,-87.62881448348256
2024-03-10 21:00:00,-0.3,-3.0,0.0,0.0,0.0,0.03,11.7,22.8,61,37,0,41.88575002073601,-87.62881448348256
2024-03-10 22:00:00,2.4,-0.4,0.0,0.0,0.0,0.03,26.5,35.7,1,66,0,41.88575002073601,-87.62881448348256
2024-03-10 23:00:00,0.4,-1.7,0.0,0.0,0.0,0.03,29.0,41.2,3,61,0,41.88575002073601,-87.62881448348256
2024-03-11 00:00:00,1.8,0.4,0.0,0.0,0.0,0.03,34.1,44.0,1,81,0,41.88575002073601,-87.62881448348256
2024-03-11 01:00:00,1.7,-0.5,0.0,0.0,0.0,0.03,29.7,42.8,61,63,0,41.88575002073601,-87.62881448348256
2024-03-11 02:00:00,0.1,-2.8,0.0,0.0,0.0,0.03,29.5,33.0,3,62,0,41.88575002073601,-87.62881448348256
2024-03-11 03:00:00,0.7,-2.2,0.0,0.0,0.0,0.03,26.2,40.9,1,25,0,41.88575002073601,-87.62881448348256
2024-03-11 04:00:00,3.4,0.6,0.0,0.0,0.0,0.03,22.3,35.7,0,75,0,41.88575002073601,-87.62881448348256
2024-03-11 05:00:00,4.1,2.2,0.0,0.0,0.0,0.03,6.3,19.9,1,20,0,41.88575002073601,-87.62881448348256
2024-03-11 06:00:00,5.5,2.9,0.0,0.0,0.0,0.03,34.2,40.9,0,57,0,41.88575002073601,-87.62881448348256
2024-03-11 07:00:00,5.0,3.0,0.0,0.0,0.0,0.03,18.5,32.8,0,41,0,41.88575002073601,-87.62881448348256
2024-03-11 08:00:00,6.2,3.8,0.0,0.0,0.0,0.03,28.9,32.7,1,40,0,41.88575002073601,-87.62881448348256
2024-03-11 09:00:00,6.4,4.6,0.0,0.0,0.0,0.03,16.3,19.3,1,70,0,41.88575002073601,-87.62881448348256
2024-03-11 10:00:00,7.4,5.8,0.05,0.05,0.0,0.03,18.7,25.9,3,55,0,41.88575002073601,-87.62881448348256
2024-03-11 11:00:00,6.8,5.0,0.0,0.0,0.0,0.03,18.9,33.0,0,0,0,41.88575002073601,-87.62881448348256
2024-03-11 12:00:00,7.9,6.3,0.0,0.0,0.0,0.03,34.7,49.3,0,50,0,41.88575002073601,-87.62881448348256
2024-03-11 13:00:00,7.6,5.8,0.0,0.0,0.0,0.03,11.3,19.8,2,45,0,41.88575002073601,-87.62881448348256
2024-03-11 14:00:00,6.8,4.4,0.0,0.0,0.0,0.03,20.1,31.8,2,86,0,41.88575002073601,-87.62881448348256
2024-03-11 15:00:00,8.0,6.6,0.0,0.0,0.0,0.03,9.6,18.6,0,24,0,41.88575002073601,-87.62881448348256
2024-03-11 16:00:00,3.9,1.5,0.0,0.0,0.0,0.03,19.8,23.3,0,100,0,41.88575002073601,-87.62881448348256
2024-03-11 17:00:00,5.5,4.4,0.0,0.0,0.0,0.03,21.4,31.9,0,76,0,41.88575002073601,-87.62881448348256
2024-03-11 18:00:00,2.6,1.6,0.0,0.0,0.0,0.03,9.1,13.0,3,48,0,41.88575002073601,-87.62881448348256
2024-03-11 19:00:00,1.7,0.2,0.0,0.0,0.0,0.03,25.9,36.5,0,45,0,41.88575002073601,-87.62881448348256
2024-03-11 20:00:00,0.9,-0.5,0.0,0.0,0.0,0.03,29.8,35.0,1,39,0,41.88575002073601,-87.62881448348256
2024-03-11 21:00:00,1.9,-0.8,0.0,0.0,0.0,0.03,29.5,34.9,61,63,0,41.88575002073601,-87.62881448348256
2024-03-11 22:00:00,-2.9,-5.4,0.0,0.0,0.0,0.03,26.9,37.7,0,35,0,41.88575002073601,-87.62881448348256
2024-03-11 23:00:00,0.4,-1.9,0.0,0.0,0.0,0.03,9.2,17.3,3,52,0,41.88575002073601,-87.62881448348256
2024-03-12 00:00:00,0.1,-2.3,0.0,0.0,0.0,0.03,23.6,36.4,2,28,0,41.88575002073601,-87.62881448348256
2024-03-12 01:00:00,-1.3,-3.6,0.0,0.0,0.0,0.03,26.0,36.8,1,73,0,41.88575002073601,-87.62881448348256
2024-03-12 02:00:00,0.8,-1.8,0.0,0.0,0.0,0.03,27.8,33.6,61,59,0,41.88575002073601,-87.62881448348256
2024-03-12 03:00:00,-0.6,-2.7,0.0,0.0,0.0,0.03,26.3,38.4,0,43,0,41.88575002073601,-87.62881448348256
2024-03-12 04:00:00,1.9,0.9,0.0,0.0,0.0,0.03,23.9,26.7,3,49,0,41.88575002073601,-87.62881448348256
2024-03-12 05:00:00,1.1,-1.6,0.0,0.0,0.0,0.03,26.8,38.4,0,38,0,41.88575002073601,-87.62881448348256
2024-03-12 06:00:00,7.1,5.1,0.0,0.0,0.0,0.03,30.6,37.6,1,63,0,41.88575002073601,-87.62881448348256
2024-03-12 07:00:00,6.3,3.5,0.0,0.0,0.0,0.03,22.1,28.0,0,24,0,41.88575002073601,-87.62881448348256
2024-03-12 08:00:00,6.4,3.6,0.0,0.0,0.0,0.03,9.4,18.2,1,78,0,41.88575002073601,-87.62881448348256
2024-03-12 09:00:00,5.4,3.6,0.0,0.0,0.0,0.03,29.5,43.3,0,59,0,41.88575002073601,-87.62881448348256
